# Registro degli identificativi di requisito - Telemedic
#
# Risponde ai criteri 3 e 4 del traguardo T-01 della roadmap
# (docs/09_roadmap/02-traguardi.md). È un giornale di eventi in SOLA AGGIUNTA,
# non una tabella di stati: non si modifica né si cancella mai una riga
# esistente, si aggiunge un nuovo evento. Il formato completo, la regola di
# sola aggiunta, il calcolo dello stato e il divieto di riuso sono descritti
# in registro/README.md, che ogni lettore - umano o automatico - deve leggere
# prima di usare questo file.
#
# Formato: TSV (separatore TAB), prima riga di intestazione con i nomi delle
# colonne. Le righe che iniziano con '#' sono commenti e vanno ignorate da
# ogni lettore automatico.
#
# Colonne, in quest'ordine esatto:
#   data            ISO AAAA-MM-GG
#   identificativo  forma esatta usata nel corpus, es. RF-001 (non normalizzata)
#   evento          "introdotto" oppure "ritirato"
#   fonte           percorso, dalla radice del repository, del file in cui
#                   l'identificativo è definito; se la definizione non è
#                   individuabile, il file con più occorrenze (vedi nota)
#   nota            testo libero, può essere vuoto; mai un carattere TAB
#
# Popolato per la prima volta il 2026-08-26. Per tutti gli identificativi già
# esistenti a quella data, l'evento "introdotto" porta la data 2026-08-26,
# che è la data di istituzione del registro e non la data reale di
# assegnazione (sconosciuta per gli identificativi della fase di ricerca:
# vedi registro/README.md, § difetti).
data	identificativo	evento	fonte	nota
2026-08-26	DM-56	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-57	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-58	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-59	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-60	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-61	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-62	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-63	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-64	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-65	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-66	introdotto	docs/05_domain/05-parametri-e-osservazioni.md	
2026-08-26	DM-70	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-71	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-72	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-73	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-74	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-75	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-76	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-77	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	
2026-08-26	DM-80	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-81	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-82	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-83	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-84	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-85	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-86	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-87	introdotto	docs/05_domain/07-terminologie-nel-dominio.md	
2026-08-26	DM-90	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-91	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-92	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-93	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-94	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-95	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-96	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-97	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-98	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-99	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	DM-100	introdotto	docs/05_domain/08-percorsi-e-piani-di-cura.md	
2026-08-26	EX-ABUSE	introdotto	docs/03_functional/03-casi-d-uso.md	difetto: citato nell'elenco dei "codici di esito già congelati" della prestazione sincrona insieme agli altri undici, ma privo di una propria riga di definizione in qualunque tabella del corpus; la tabella che definisce i codici sincroni (docs/05_domain/02-le-prestazioni-modellate.md) ne elenca dodici, con `EX-COMPLETE` al posto di `EX-ABUSE`. Non è stato possibile stabilire se `EX-ABUSE` sia un tredicesimo codice la cui definizione manca, o un refuso per uno degli altri undici; fonte = unico file in cui compare
2026-08-26	EX-CAPACITY	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-CLIN-STOP	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-COMPLETE	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-EMERGENCY	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-ESCALATE	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-IDENT-FAIL	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-NOSHOW	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-QOS	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-TECH-DROP	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-TECH-FAIL	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-TECH-PATIENT	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-THIRD-PARTY	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	
2026-08-26	EX-TM-ADMIN	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-CORRECTED	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-DECLARED	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-DEVICE	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-DROPOUT	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-ESCFAIL	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-EXIT	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-IMPLAUS	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-INGEST	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-LATE	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-LINK	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-NOACK	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-NOSIGNAL	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-OUTOFHOURS	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-PLANSTALE	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-UNEXPLAINED	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	EX-TM-USEERR	introdotto	docs/03_functional/03-casi-d-uso.md	
2026-08-26	OUT-01	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-02	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-03	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-04	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-05	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-06	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-07	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-08	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-09	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-10	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-11	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-12	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-13	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-14	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-15	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-16	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-17	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-18	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-19	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-20	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-21	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-22	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-23	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	OUT-24	introdotto	docs/03_functional/07-fuori-perimetro.md	
2026-08-26	RF-001	introdotto	docs/03_functional/00-indice.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-011	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-014	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-015	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-017	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-018	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-019	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-020	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-021	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-023	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-025	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-026	introdotto	docs/03_functional/07-fuori-perimetro.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-028	introdotto	docs/03_functional/06-accessibilita-e-usabilita.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-030	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-031	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-032	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-035	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-038	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-039	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-040	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-041	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-042	introdotto	docs/10_fondamenti/15-regolatorio-da-zero.md	caso dubbio: l'unica occorrenza nel corpus è dentro un diagramma generico e puramente didattico sulla tracciabilità IEC 62304, accanto a identificativi chiaramente non reali e fuori da ogni famiglia di questo registro (`SRS-118`, `RM-017`); non è collegata al contenuto sostanziale del blocco 5.C (agende e slot) a cui `RF-042` appartiene per numerazione; registrato comunque perché la stringa compare testualmente nel corpus
2026-08-26	RF-048	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-049	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-051	introdotto	docs/05_domain/03-assistito-professionista-organizzazione.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-052	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-055	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-057	introdotto	docs/05_domain/02-le-prestazioni-modellate.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-058	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-060	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-061	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-062	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-063	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-064	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-067	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-071	introdotto	docs/03_functional/06-accessibilita-e-usabilita.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-072	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-073	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-074	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-075	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-076	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-077	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-078	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-080	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-081	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-082	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-083	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-084	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-085	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-086	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-089	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-097	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-100	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-107	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-110	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-111	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-113	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-114	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-115	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-116	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-117	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-118	introdotto	docs/03_functional/01-attori-e-ruoli.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-120	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-121	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-124	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-125	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-126	introdotto	docs/03_functional/07-fuori-perimetro.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-127	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-128	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-129	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-130	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-131	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-132	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-133	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-134	introdotto	docs/05_domain/04-documenti-clinici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-135	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-136	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 3 file, scelto il primo in ordine alfabetico
2026-08-26	RF-139	introdotto	docs/10_fondamenti/11-fondamenti-informatici.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-141	introdotto	docs/03_functional/06-accessibilita-e-usabilita.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; parità di occorrenze fra 2 file, scelto il primo in ordine alfabetico
2026-08-26	RF-0142	introdotto	docs/01_technical/08-qualita-e-test.md	caso dubbio: compare solo nell'annotazione `@Requisito` di un esempio di codice esplicitamente marcato "// Illustrativo." in due file identici; forma a 4 cifre, distinta da `RF-142` (3 cifre), che è invece un identificativo reale citato altrove nel corpus. Non è chiaro se sia un refuso per RF-142 o un valore di fantasia scelto per l'esempio; registrato così com'è, senza correggerlo
2026-08-26	RF-142	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-146	introdotto	docs/05_domain/06-consenso-e-riservatezza.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-147	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-150	introdotto	docs/03_functional/02-catalogo-dei-requisiti.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
2026-08-26	RF-156	introdotto	docs/03_functional/03-casi-d-uso.md	definizione non individuabile in docs/: identificativo assegnato nella fase di ricerca, citato ma non ridefinito in quest'area; fonte = file con più occorrenze
